IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
09/01/2019 16:56:00,"93613,04",,10/01/2019 16:56:00,"25,26",,09/01/2019 16:56:00,"53,69",,31/07/2018 23:58:00,"3,753"
10/01/2019 16:56:00,"93805,93",,11/01/2019 16:56:00,"24,99",,10/01/2019 16:56:00,"53,1",,01/08/2018 23:58:00,"3,747"
11/01/2019 16:56:00,"93658,31",,14/01/2019 16:56:00,"24,85",,11/01/2019 16:56:00,"52,38",,02/08/2018 23:58:00,"3,7484"
14/01/2019 16:56:00,"94474,13",,15/01/2019 16:56:00,"24,83",,14/01/2019 16:56:00,"52,6",,03/08/2018 23:58:00,"3,7055"
15/01/2019 16:56:00,"94055,72",,16/01/2019 16:56:00,"24,82",,15/01/2019 16:56:00,"52,35",,05/08/2018 23:58:00,"3,7023"
16/01/2019 16:56:00,"94393,07",,17/01/2019 16:56:00,"25,16",,16/01/2019 16:56:00,"52,65",,06/08/2018 23:58:00,"3,7345"
17/01/2019 16:56:00,"95351,09",,18/01/2019 16:56:00,"25,4",,17/01/2019 16:56:00,"54,23",,07/08/2018 23:58:00,"3,7505"
18/01/2019 16:56:00,"96096,75",,21/01/2019 16:56:00,"25,53",,18/01/2019 16:56:00,"54,76",,08/08/2018 23:58:00,"3,7701"
21/01/2019 16:56:00,"96009,77",,22/01/2019 16:56:00,"25,13",,21/01/2019 16:56:00,"55,28",,09/08/2018 23:58:00,"3,7996"
22/01/2019 16:56:00,"95103,38",,23/01/2019 16:56:00,"25,43",,22/01/2019 16:56:00,"55,08",,10/08/2018 23:58:00,"3,8596"
23/01/2019 16:56:00,"96558,42",,24/01/2019 16:56:00,"25,54",,23/01/2019 16:56:00,"55,65",,12/08/2018 23:58:00,"3,8654"
24/01/2019 16:56:00,"97677,19",,28/01/2019 16:56:00,"24,77",,24/01/2019 16:56:00,"56,15",,13/08/2018 23:58:00,"3,882"
28/01/2019 16:56:00,"95443,88",,29/01/2019 16:56:00,"25,37",,28/01/2019 16:56:00,"42,36",,14/08/2018 23:58:00,"3,8644"
29/01/2019 16:56:00,"95639,33",,30/01/2019 16:56:00,"25,62",,29/01/2019 16:56:00,"42,74",,15/08/2018 23:58:00,"3,9006"
30/01/2019 16:56:00,"96996,21",,31/01/2019 16:56:00,"25,58",,30/01/2019 16:56:00,"46,6",,16/08/2018 23:58:00,"3,9039"
31/01/2019 16:56:00,"97393,74",,01/02/2019 16:56:00,"25,8",,31/01/2019 16:56:00,"45,5",,17/08/2018 23:58:00,"3,9091"
01/02/2019 16:56:00,"97861,27",,04/02/2019 16:56:00,"26,03",,01/02/2019 16:56:00,"46,25",,19/08/2018 23:58:00,"3,9098"
04/02/2019 16:56:00,"98588,63",,05/02/2019 16:56:00,"26,08",,04/02/2019 16:56:00,"44,68",,20/08/2018 23:58:00,"3,966"
05/02/2019 16:56:00,"98311,2",,06/02/2019 16:56:00,"25,49",,05/02/2019 16:56:00,"44,52",,21/08/2018 23:58:00,"4,0485"
06/02/2019 16:56:00,"94635,57",,07/02/2019 16:56:00,"25,09",,06/02/2019 16:56:00,"42,46",,22/08/2018 23:58:00,"4,0369"
07/02/2019 16:56:00,"94405,59",,08/02/2019 16:56:00,"25,13",,07/02/2019 16:56:00,"41,59",,23/08/2018 23:58:00,"4,1123"
08/02/2019 16:56:00,"95343,1",,11/02/2019 16:56:00,"24,84",,08/02/2019 16:56:00,"43,16",,24/08/2018 23:58:00,"4,1039"
11/02/2019 16:56:00,"94412,91",,12/02/2019 16:56:00,"25,72",,11/02/2019 16:56:00,"42,02",,26/08/2018 23:58:00,"4,1028"
12/02/2019 16:56:00,"96168,4",,13/02/2019 16:56:00,"26,05",,12/02/2019 16:56:00,"44,3",,27/08/2018 23:58:00,"4,0775"
13/02/2019 16:56:00,"95842,4",,14/02/2019 16:56:00,"26,95",,13/02/2019 16:56:00,"45,49",,28/08/2018 23:58:00,"4,1339"
14/02/2019 16:56:00,"98015,09",,15/02/2019 16:56:00,"26,84",,14/02/2019 16:56:00,"45,66",,29/08/2018 23:58:00,"4,1055"
15/02/2019 16:56:00,"97525,91",,18/02/2019 16:56:00,"26,76",,15/02/2019 16:56:00,"45,88",,30/08/2018 23:58:00,"4,1486"
18/02/2019 16:56:00,"96509,89",,19/02/2019 16:56:00,"27,38",,18/02/2019 16:56:00,"45,25",,31/08/2018 23:58:00,"4,054"
19/02/2019 16:56:00,"97659,15",,20/02/2019 16:56:00,"27,04",,19/02/2019 16:56:00,"45,49",,01/09/2018 23:58:00,"4,0538"
20/02/2019 16:56:00,"96544,81",,21/02/2019 16:56:00,"27,4",,20/02/2019 16:56:00,"45,8",,02/09/2018 23:58:00,"4,0537"
21/02/2019 16:56:00,"96932,27",,22/02/2019 16:56:00,"27,13",,21/02/2019 16:56:00,"45,38",,03/09/2018 23:58:00,"4,1548"
22/02/2019 16:56:00,"97885,6",,25/02/2019 16:56:00,"26,7",,22/02/2019 16:56:00,"46,99",,04/09/2018 23:58:00,"4,1537"
25/02/2019 16:56:00,"97239,9",,26/02/2019 16:56:00,"26,58",,25/02/2019 16:56:00,"47,12",,05/09/2018 23:58:00,"4,1431"
26/02/2019 16:56:00,"97602,5",,27/02/2019 16:56:00,"27,08",,26/02/2019 16:56:00,"47,2",,06/09/2018 23:58:00,"4,0573"
27/02/2019 16:56:00,"97307,31",,28/02/2019 16:56:00,"27,06",,27/02/2019 16:56:00,"46,83",,07/09/2018 23:58:00,"4,0581"
28/02/2019 16:56:00,"95584,35",,01/03/2019 16:56:00,"26,7",,28/02/2019 16:56:00,"47,1",,08/09/2018 23:58:00,"4,0581"
01/03/2019 16:56:00,"94603,75",,06/03/2019 16:56:00,"26,76",,01/03/2019 16:56:00,"46,74",,09/09/2018 23:58:00,"4,0438"
06/03/2019 16:56:00,"94216,87",,07/03/2019 16:56:00,"26,77",,06/03/2019 16:56:00,"48,05",,10/09/2018 23:58:00,"4,0846"
07/03/2019 16:56:00,"94340,17",,08/03/2019 16:56:00,"26,67",,07/03/2019 16:56:00,"48,86",,11/09/2018 23:58:00,"4,1516"
08/03/2019 16:56:00,"95364,85",,11/03/2019 16:56:00,"27,75",,08/03/2019 16:56:00,"48,85",,12/09/2018 23:58:00,"4,1598"
11/03/2019 16:56:00,"98026,62",,12/03/2019 16:56:00,"27,5",,11/03/2019 16:56:00,"49,88",,13/09/2018 23:58:00,"4,205"
12/03/2019 16:56:00,"97828,03",,13/03/2019 16:56:00,"28,1",,12/03/2019 16:56:00,"49,97",,14/09/2018 23:58:00,"4,1721"
13/03/2019 16:56:00,"98903,88",,14/03/2019 16:56:00,"28,19",,13/03/2019 16:56:00,"50,7",,16/09/2018 23:58:00,"4,172"
14/03/2019 16:56:00,"98604,67",,15/03/2019 16:56:00,"28,25",,14/03/2019 16:56:00,"50,71",,17/09/2018 23:58:00,"4,1321"
15/03/2019 16:56:00,"99136,74",,18/03/2019 16:56:00,"28,74",,15/03/2019 16:56:00,"50,55",,18/09/2018 23:58:00,"4,1584"
18/03/2019 16:56:00,"99993,92",,19/03/2019 16:56:00,"29,2",,18/03/2019 16:56:00,"50,46",,19/09/2018 23:58:00,"4,1303"
19/03/2019 16:56:00,"99588,37",,20/03/2019 16:56:00,"28,97",,19/03/2019 16:56:00,"51,9",,20/09/2018 23:58:00,"4,076"
20/03/2019 16:56:00,"98041,37",,21/03/2019 16:56:00,"28,56",,20/03/2019 16:56:00,"50,56",,21/09/2018 23:58:00,"4,0493"
21/03/2019 16:56:00,"96729,08",,22/03/2019 16:56:00,27,,21/03/2019 16:56:00,"50,89",,22/09/2018 23:58:00,"4,0493"
22/03/2019 16:56:00,"93735,15",,25/03/2019 16:56:00,"27,34",,22/03/2019 16:56:00,"50,05",,23/09/2018 23:58:00,"4,05"
25/03/2019 16:56:00,"93662,01",,26/03/2019 16:56:00,"28,63",,25/03/2019 16:56:00,"49,55",,24/09/2018 23:58:00,"4,0913"
26/03/2019 16:56:00,"95306,82",,27/03/2019 16:56:00,"27,34",,26/03/2019 16:56:00,"50,28",,25/09/2018 23:58:00,"4,0736"
27/03/2019 16:56:00,"91903,4",,28/03/2019 16:56:00,"28,06",,27/03/2019 16:56:00,"49,6",,26/09/2018 23:58:00,"4,0308"
28/03/2019 16:56:00,"94388,94",,29/03/2019 16:56:00,"28,06",,28/03/2019 16:56:00,"49,3",,27/09/2018 23:58:00,"4,012"
29/03/2019 16:56:00,"95414,55",,01/04/2019 16:56:00,28,,29/03/2019 16:56:00,"50,93",,28/09/2018 23:58:00,"4,048"
01/04/2019 16:56:00,"96054,45",,02/04/2019 16:56:00,"28,29",,01/04/2019 16:56:00,"52,6",,30/09/2018 23:58:00,"4,0527"
02/04/2019 16:56:00,"95386,76",,03/04/2019 16:56:00,"27,54",,02/04/2019 16:56:00,"51,63",,01/10/2018 23:58:00,"4,0164"
03/04/2019 16:56:00,"94491,48",,04/04/2019 16:56:00,"28,47",,03/04/2019 16:56:00,"51,78",,02/10/2018 23:58:00,"3,9395"
04/04/2019 16:56:00,"96313,06",,05/04/2019 16:56:00,"28,78",,04/04/2019 16:56:00,"52,16",,03/10/2018 23:58:00,"3,9004"
05/04/2019 16:56:00,"97108,17",,08/04/2019 16:56:00,"29,25",,05/04/2019 16:56:00,"51,98",,04/10/2018 23:58:00,"3,8739"
08/04/2019 16:56:00,"97369,29",,09/04/2019 16:56:00,"29,16",,08/04/2019 16:56:00,"53,39",,05/10/2018 23:58:00,"3,8358"
09/04/2019 16:56:00,"96291,79",,10/04/2019 16:56:00,"28,78",,09/04/2019 16:56:00,"52,35",,06/10/2018 23:58:00,"3,8343"
10/04/2019 16:56:00,"95953,45",,11/04/2019 16:56:00,28,,10/04/2019 16:56:00,"51,76",,07/10/2018 23:58:00,"3,8358"
11/04/2019 16:56:00,"94754,7",,12/04/2019 16:56:00,"25,83",,11/04/2019 16:56:00,"51,79",,08/10/2018 23:58:00,"3,7772"
12/04/2019 16:56:00,92875,,15/04/2019 16:56:00,"25,93",,12/04/2019 16:56:00,"51,48",,09/10/2018 23:58:00,"3,7148"
15/04/2019 16:56:00,"93082,97",,16/04/2019 16:56:00,"26,72",,15/04/2019 16:56:00,"51,33",,10/10/2018 23:58:00,"3,7548"
16/04/2019 16:56:00,"94333,31",,17/04/2019 16:56:00,"26,75",,16/04/2019 16:56:00,"53,1",,11/10/2018 23:58:00,"3,7815"
17/04/2019 16:56:00,"93284,75",,18/04/2019 16:56:00,"27,6",,17/04/2019 16:56:00,"52,25",,12/10/2018 23:58:00,"3,7816"
18/04/2019 16:56:00,"94578,26",,22/04/2019 16:56:00,"27,44",,18/04/2019 16:56:00,"52,58",,14/10/2018 23:58:00,"3,7816"
22/04/2019 16:56:00,"94588,06",,23/04/2019 16:56:00,"27,68",,22/04/2019 16:56:00,"51,3",,15/10/2018 23:58:00,"3,7339"
23/04/2019 16:56:00,"95923,24",,24/04/2019 16:56:00,"27,6",,23/04/2019 16:56:00,"51,92",,16/10/2018 23:58:00,"3,7236"
24/04/2019 16:56:00,"95045,43",,25/04/2019 16:56:00,"27,8",,24/04/2019 16:56:00,"50,36",,17/10/2018 23:58:00,"3,6862"
25/04/2019 16:56:00,"96552,03",,26/04/2019 16:56:00,"27,25",,25/04/2019 16:56:00,"50,33",,18/10/2018 23:58:00,"3,7203"
26/04/2019 16:56:00,"96236,04",,29/04/2019 16:56:00,"27,37",,26/04/2019 16:56:00,"50,42",,19/10/2018 23:58:00,"3,7114"
29/04/2019 16:56:00,"96187,75",,30/04/2019 16:56:00,"27,11",,29/04/2019 16:56:00,"50,25",,21/10/2018 23:58:00,"3,7109"
30/04/2019 16:56:00,"96353,33",,02/05/2019 16:56:00,"26,73",,30/04/2019 16:56:00,"50,1",,22/10/2018 23:58:00,"3,6823"
02/05/2019 16:56:00,"95527,62",,03/05/2019 16:56:00,"26,85",,02/05/2019 16:56:00,"48,94",,23/10/2018 23:58:00,"3,6924"
03/05/2019 16:56:00,"96007,89",,06/05/2019 16:56:00,"26,77",,03/05/2019 16:56:00,"50,4",,24/10/2018 23:58:00,"3,7311"
06/05/2019 16:56:00,"95008,66",,07/05/2019 16:56:00,"26,35",,06/05/2019 16:56:00,"49,66",,25/10/2018 23:58:00,"3,7049"
07/05/2019 16:56:00,"94388,73",,08/05/2019 16:56:00,"27,37",,07/05/2019 16:56:00,"49,7",,26/10/2018 23:58:00,"3,6413"
08/05/2019 16:56:00,"95596,61",,09/05/2019 16:56:00,"26,83",,08/05/2019 16:56:00,49,,27/10/2018 23:58:00,"3,6415"
09/05/2019 16:56:00,"94807,85",,10/05/2019 16:56:00,"26,68",,09/05/2019 16:56:00,"48,54",,28/10/2018 23:58:00,"3,6416"
10/05/2019 16:56:00,"94257,56",,13/05/2019 16:56:00,"25,9",,10/05/2019 16:56:00,"49,46",,29/10/2018 23:58:00,"3,7158"
13/05/2019 16:56:00,"91726,54",,14/05/2019 16:56:00,26,,13/05/2019 16:56:00,"47,43",,30/10/2018 23:58:00,"3,6946"
14/05/2019 16:56:00,"92092,44",,15/05/2019 16:56:00,"25,88",,14/05/2019 16:56:00,"47,59",,31/10/2018 23:58:00,"3,7207"
15/05/2019 16:56:00,"91623,44",,16/05/2019 16:56:00,"25,27",,15/05/2019 16:56:00,"47,95",,01/11/2018 23:58:00,"3,6949"
16/05/2019 16:56:00,"90024,47",,17/05/2019 16:56:00,"24,68",,16/05/2019 16:56:00,"46,4",,02/11/2018 23:58:00,"3,6938"
17/05/2019 16:56:00,"89992,73",,20/05/2019 16:56:00,"25,52",,17/05/2019 16:56:00,"47,72",,04/11/2018 23:58:00,"3,7"
20/05/2019 16:56:00,"91946,19",,21/05/2019 16:56:00,"26,49",,20/05/2019 16:56:00,"46,75",,05/11/2018 23:58:00,"3,7246"
21/05/2019 16:56:00,"94484,63",,22/05/2019 16:56:00,"26,29",,21/05/2019 16:56:00,"47,41",,06/11/2018 23:58:00,"3,7599"
22/05/2019 16:56:00,"94360,66",,23/05/2019 16:56:00,"25,84",,22/05/2019 16:56:00,"47,46",,07/11/2018 23:58:00,"3,7304"
23/05/2019 16:56:00,"93910,03",,24/05/2019 16:56:00,"26,09",,23/05/2019 16:56:00,"47,82",,08/11/2018 23:58:00,"3,7592"
24/05/2019 16:56:00,"93627,8",,27/05/2019 16:56:00,"26,24",,24/05/2019 16:56:00,"48,31",,09/11/2018 23:58:00,"3,7323"
27/05/2019 16:56:00,"94864,25",,28/05/2019 16:56:00,"26,8",,27/05/2019 16:56:00,"50,19",,10/11/2018 23:58:00,"3,7323"
28/05/2019 16:56:00,"96392,76",,29/05/2019 16:56:00,"26,5",,28/05/2019 16:56:00,"50,25",,11/11/2018 23:58:00,"3,7294"
29/05/2019 16:56:00,"96566,55",,30/05/2019 16:56:00,"26,15",,29/05/2019 16:56:00,"49,7",,12/11/2018 23:58:00,"3,7664"
30/05/2019 16:56:00,"97457,36",,31/05/2019 16:56:00,"25,55",,30/05/2019 16:56:00,"50,01",,13/11/2018 23:58:00,"3,8014"
31/05/2019 16:56:00,"97030,32",,03/06/2019 16:56:00,"25,99",,31/05/2019 16:56:00,49,,14/11/2018 23:58:00,"3,7824"
03/06/2019 16:56:00,"97020,48",,04/06/2019 16:56:00,"26,2",,03/06/2019 16:56:00,"48,83",,15/11/2018 23:58:00,"3,7824"
04/06/2019 16:56:00,"97380,28",,05/06/2019 16:56:00,"25,86",,04/06/2019 16:56:00,"49,11",,16/11/2018 23:58:00,"3,7441"
05/06/2019 16:56:00,"95998,75",,06/06/2019 16:56:00,"26,28",,05/06/2019 16:56:00,"48,39",,17/11/2018 23:58:00,"3,7385"
06/06/2019 16:56:00,"97204,85",,07/06/2019 16:56:00,"26,76",,06/06/2019 16:56:00,"48,8",,18/11/2018 23:58:00,"3,7425"
07/06/2019 16:56:00,"97821,26",,10/06/2019 16:56:00,"26,65",,07/06/2019 16:56:00,"48,66",,19/11/2018 23:58:00,"3,7544"
10/06/2019 16:56:00,"97466,69",,11/06/2019 16:56:00,"27,16",,10/06/2019 16:56:00,"48,34",,20/11/2018 23:58:00,"3,7557"
11/06/2019 16:56:00,98960,,12/06/2019 16:56:00,"26,85",,11/06/2019 16:56:00,"51,43",,21/11/2018 23:58:00,"3,7961"
12/06/2019 16:56:00,"98320,88",,13/06/2019 16:56:00,"27,18",,12/06/2019 16:56:00,"51,49",,22/11/2018 23:58:00,"3,8031"
13/06/2019 16:56:00,"98773,7",,14/06/2019 16:56:00,"27,06",,13/06/2019 16:56:00,"51,85",,23/11/2018 23:58:00,"3,8298"
14/06/2019 16:56:00,"98040,06",,17/06/2019 16:56:00,"27,11",,14/06/2019 16:56:00,"51,4",,24/11/2018 23:58:00,"3,8233"
17/06/2019 16:56:00,"97623,25",,18/06/2019 16:56:00,"27,45",,17/06/2019 16:56:00,"50,2",,25/11/2018 23:58:00,"3,673"
18/06/2019 16:56:00,"99404,39",,19/06/2019 16:56:00,"27,52",,18/06/2019 16:56:00,52,,26/11/2018 23:58:00,"3,9397"
19/06/2019 16:56:00,"100303,41",,21/06/2019 16:56:00,"28,28",,19/06/2019 16:56:00,"52,3",,27/11/2018 23:58:00,"3,8735"
21/06/2019 16:56:00,"102012,64",,24/06/2019 16:56:00,"28,25",,21/06/2019 16:56:00,"52,44",,28/11/2018 23:58:00,"3,8492"
24/06/2019 16:56:00,"102062,33",,25/06/2019 16:56:00,"27,51",,24/06/2019 16:56:00,"52,4",,29/11/2018 23:58:00,"3,851"
25/06/2019 16:56:00,"100092,95",,26/06/2019 16:56:00,"27,67",,25/06/2019 16:56:00,"51,38",,30/11/2018 23:58:00,"3,8652"
26/06/2019 16:56:00,"100688,63",,27/06/2019 16:56:00,"27,23",,26/06/2019 16:56:00,"51,58",,01/12/2018 23:58:00,"3,8619"
27/06/2019 16:56:00,"100723,97",,28/06/2019 16:56:00,"27,41",,27/06/2019 16:56:00,"51,7",,02/12/2018 23:58:00,"3,8652"
28/06/2019 16:56:00,"100967,2",,01/07/2019 16:56:00,"27,26",,28/06/2019 16:56:00,"51,82",,03/12/2018 23:58:00,"3,8408"
01/07/2019 16:56:00,"101339,68",,02/07/2019 16:56:00,"26,82",,01/07/2019 16:56:00,"53,65",,04/12/2018 23:58:00,"3,8511"
02/07/2019 16:56:00,"100605,17",,03/07/2019 16:56:00,"27,13",,02/07/2019 16:56:00,"51,39",,05/12/2018 23:58:00,"3,8674"
03/07/2019 16:56:00,"102043,11",,04/07/2019 16:56:00,"27,39",,03/07/2019 16:56:00,"51,29",,06/12/2018 23:58:00,"3,8778"
04/07/2019 16:56:00,"103636,17",,05/07/2019 16:56:00,"27,4",,04/07/2019 16:56:00,"51,67",,07/12/2018 23:58:00,"3,9058"
05/07/2019 16:56:00,"104089,47",,08/07/2019 16:56:00,"27,65",,05/07/2019 16:56:00,"50,36",,09/12/2018 23:58:00,"3,9058"
08/07/2019 16:56:00,"104530,22",,10/07/2019 16:56:00,"28,07",,08/07/2019 16:56:00,"50,95",,10/12/2018 23:58:00,"3,9167"
10/07/2019 16:56:00,"105817,06",,11/07/2019 16:56:00,"28,4",,10/07/2019 16:56:00,"52,13",,11/12/2018 23:58:00,"3,9026"
11/07/2019 16:56:00,"105146,44",,12/07/2019 16:56:00,"28,53",,11/07/2019 16:56:00,"52,05",,12/12/2018 23:58:00,"3,8541"
12/07/2019 16:56:00,"103905,99",,15/07/2019 16:56:00,"28,18",,12/07/2019 16:56:00,"51,81",,13/12/2018 23:58:00,"3,8907"
15/07/2019 16:56:00,"103802,69",,16/07/2019 16:56:00,"27,83",,15/07/2019 16:56:00,"52,69",,14/12/2018 23:58:00,"3,9165"
16/07/2019 16:56:00,"103775,41",,17/07/2019 16:56:00,"27,68",,16/07/2019 16:56:00,"53,05",,16/12/2018 23:58:00,"3,9155"
